,Affiliation,Affiliation_2,Affiliation_3,lng,lat,id,Area_L1,Country,Area_L2
82," Department of Food Science and Technology, State University of Londrina, UEL, 86051-990 Londrina, PR, Brazil"," State University of Londrina, UEL, 86051-990 Londrina, PR, Brazil"," UEL, 86051-990 Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
83," Faculty of Engineering, Federal University of Grande Dourados, UFGD, 79804-070 Dourados, MS, Brazil"," Federal University of Grande Dourados, UFGD, 79804-070 Dourados, MS, Brazil"," UFGD, 79804-070 Dourados, MS, Brazil",-54.8150427,-22.216717,ChIJwctun8atiZQRkxisGB5Vw_M,MS,BR,Dourados
84," School of Chemical Engineering, Department of Thermo-fluid Dynamics, State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil"," Department of Thermo-fluid Dynamics, State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil"," State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil",-47.0647206,-22.8184393,ChIJtU3SBbDGyJQRltcEzw5128Y,SP,BR,Campinas
85,"Department of Food Science and Technology, Universidade Estadual de Londrina, Rodovia Celso Garcia Cid (PR 445), Km 380, CEP 86051-990 Londrina, PR, Brazil"," Universidade Estadual de Londrina, Rodovia Celso Garcia Cid (PR 445), Km 380, CEP 86051-990 Londrina, PR, Brazil"," Rodovia Celso Garcia Cid (PR 445), Km 380, CEP 86051-990 Londrina, PR, Brazil",-51.1883995,-23.3287012,ChIJxxEYcslE65QRwuzcH72xNJE,PR,BR,Londrina
86,"Engineering School of Lorena, University of São Paulo, PO Box 116, 12602-810 Lorena, São Paulo, Brazil"," University of São Paulo, PO Box 116, 12602-810 Lorena, São Paulo, Brazil"," PO Box 116, 12602-810 Lorena, São Paulo, Brazil",-45.1191646,-22.6969819,ChIJRYUg0ei5zJQRbZZW2r7ht2s,SP,BR,Lorena
87," State University of Maringa, Department of Chemical Engineering, Av. Colombo 5790, E-46, 87020-900 Maringa, PR, Brazil"," Department of Chemical Engineering, Av. Colombo 5790, E-46, 87020-900 Maringa, PR, Brazil"," Av. Colombo 5790, E-46, 87020-900 Maringa, PR, Brazil",-51.9364334,-23.403863,ChIJT_0S0TLR7JQRRL8Ll7cZNdE,PR,BR,Maringá
88,"Departamento de Engenharia Química, Universidade Estadual de Maringá, P.O. Box 68502, CEP 21945-907 Rio de Janeiro, Brazil"," Universidade Estadual de Maringá, P.O. Box 68502, CEP 21945-907 Rio de Janeiro, Brazil"," P.O. Box 68502, CEP 21945-907 Rio de Janeiro, Brazil",-43.4198692,-22.8827405,ChIJu6CWlVjfmwARV9EL-gBs8Wk,RJ,BR,Rio de Janeiro
89," COPPE/Universidade Federal do Rio de Janeiro, P.O. Box 68502, CEP 21945-907 Rio de Janeiro, Brazil"," P.O. Box 68502, CEP 21945-907 Rio de Janeiro, Brazil"," CEP 21945-907 Rio de Janeiro, Brazil",-43.4198692,-22.8827405,ChIJu6CWlVjfmwARV9EL-gBs8Wk,RJ,BR,Rio de Janeiro
90," URTB-Département de Génie des Procédés Industriels, INSA de Toulouse, France"," INSA de Toulouse, France", France,1.467344,43.5700699,ChIJi2iKrTi8rhIRzXmtakonlpo,Occitanie,FR,Haute-Garonne
91,"Depto. de Cie. Fisiológicas, Universidade Estadual de Londrina, Londrina, PR, Brazil"," Universidade Estadual de Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
92," Depto. de Educ. Física, Universidade Federal Fluminense, Niterói, RJ, Brazil"," Universidade Federal Fluminense, Niterói, RJ, Brazil"," Niterói, RJ, Brazil",-43.123741,-22.9016321,ChIJL6EKdtmDmQARXfoymI2oOWE,RJ,BR,Niterói
93," Depto. de Fisiol. e Biofísica, Universidade de São Paulo, São Paulo, SP, Brazil"," Universidade de São Paulo, São Paulo, SP, Brazil"," São Paulo, SP, Brazil",-46.7331047,-23.5675117,ChIJd00L_GtWzpQRiaTwAdNEiGk,SP,BR,São Paulo
94," Depto. de Farmacia e Farmacol., Univ. Estadual de Maringá, Maringá, PR, Brazil"," Univ. Estadual de Maringá, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
95,"Universidade Federal de Santa Maria (UFSM), Depto. de Tecnologia e Ciência de Alimentos, CEP 97105, 900, Santa Maria/RS, Brazil"," Depto. de Tecnologia e Ciência de Alimentos, CEP 97105, 900, Santa Maria/RS, Brazil"," CEP 97105, 900, Santa Maria/RS, Brazil",-53.716821,-29.713344,ChIJHwnm0uC1A5URc05nmyTMnec,RS,BR,Santa Maria
96," Instituto de Tecnologia de Alimentos (ITAL), C.P. 139, CEP 13070-178, Campinas/SP, Brazil"," C.P. 139, CEP 13070-178, Campinas/SP, Brazil"," CEP 13070-178, Campinas/SP, Brazil",-47.0787463,-22.875409,ChIJZ3MwMUDGyJQRTX-buppEdkw,SP,BR,Campinas
97," Universidade Estadual de Campinas (UNICAMP), Departamento de Ciência de Alimentos, C.P. 6121, CEP 13083-862, Campinas/SP, Brazil"," Departamento de Ciência de Alimentos, C.P. 6121, CEP 13083-862, Campinas/SP, Brazil"," C.P. 6121, CEP 13083-862, Campinas/SP, Brazil",-47.0647206,-22.8184393,ChIJtU3SBbDGyJQRltcEzw5128Y,SP,BR,Campinas
98," Universidade Estadual de Londrina (UEL), Centro de Ciências Biológicas, C.P. 6001, CEP 86051-990, Londrina/PR, Brazil"," Centro de Ciências Biológicas, C.P. 6001, CEP 86051-990, Londrina/PR, Brazil"," C.P. 6001, CEP 86051-990, Londrina/PR, Brazil",,,,,,
99,"Laboratory of Liver Metabolism, University of Maringá, 87020900 Maringá, Brazil"," University of Maringá, 87020900 Maringá, Brazil"," 87020900 Maringá, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
100," Laboratory of Liver Metabolism, University of Maringá, 87020900 Maringá, Brazil"," University of Maringá, 87020900 Maringá, Brazil"," 87020900 Maringá, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
101,"Department of Chemical Engineering, UFSM, Santa Maria, RS 97105-900, Brazil"," UFSM, Santa Maria, RS 97105-900, Brazil"," Santa Maria, RS 97105-900, Brazil",-53.716821,-29.713344,ChIJHwnm0uC1A5URc05nmyTMnec,RS,BR,Santa Maria
102," Department of Chemical Engineering, UEM, Maringá, PR 87020 900, Brazil"," UEM, Maringá, PR 87020 900, Brazil"," Maringá, PR 87020 900, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
103," Department of Chemical Engineering, UFPR, Curitiba, PR 81531-990, Brazil"," UFPR, Curitiba, PR 81531-990, Brazil"," Curitiba, PR 81531-990, Brazil",-49.2334136,-25.4488742,ChIJU70enhrl3JQRH0PMqaHFfVY,PR,BR,Curitiba
104," Department of Chemical and Food Engineering, UFSC, Florianópolis, SC 88040-900, Brazil"," UFSC, Florianópolis, SC 88040-900, Brazil"," Florianópolis, SC 88040-900, Brazil",-48.5196415,-27.6005949,ChIJp7yoBqs5J5URnQ9eOKG8BJk,SC,BR,Florianópolis
105," Department of Food Technology, IFRS, Campus Sertão, Sertão, RS 99170-000, Brazil"," IFRS, Campus Sertão, Sertão, RS 99170-000, Brazil"," Campus Sertão, Sertão, RS 99170-000, Brazil",-52.2733764,-28.0457645,ChIJU0yA7eLl4pQR4Y41KcIvqds,RS,BR,
106,"Federal University RecÔncavo of Bahia, Fellowship of CAPES, Brazil"," Fellowship of CAPES, Brazil", Brazil,-51.92528,-14.235004,ChIJzyjM68dZnAARYz4p8gYVWik,,BR,
107," Federal University RecÔncavo of Bahia, Brazil", Brazil,,-39.0879057,-12.659261,ChIJfS888uu9FQcR1SqeKIWRPx8,BA,BR,Cruz das Almas
108," Department of Animal Science, State University of Maringá, CNPq Fellowship, Brazil"," State University of Maringá, CNPq Fellowship, Brazil"," CNPq Fellowship, Brazil",,,,,,
109," Department of Animal Science, Agronomic Institute of Paraná, Curitiba, PR, Brazil"," Agronomic Institute of Paraná, Curitiba, PR, Brazil"," Curitiba, PR, Brazil",-49.2653819,-25.4244287,ChIJ8Q8J_PXj3JQRR7crCbCDejw,PR,BR,Curitiba
110,"CIDCA (Centro de Investigación y Desarrollo en Criotecnologí a de Alimentos), Facultad de Ciencias Exactas, Universidad Nacional de la Plata, 47 y 116 S/N, La Plata, B1900AJJ Buenos Aires, Argentina"," Facultad de Ciencias Exactas, Universidad Nacional de la Plata, 47 y 116 S/N, La Plata, B1900AJJ Buenos Aires, Argentina"," Universidad Nacional de la Plata, 47 y 116 S/N, La Plata, B1900AJJ Buenos Aires, Argentina",-57.9458796,-34.9074169,ChIJf99RXEfmopUR-yeQ-tqD-qk,Buenos Aires,AR,La Plata
111," Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, C.P. 6001, CEP 86051-990 Londrina, PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina, C.P. 6001, CEP 86051-990 Londrina, PR, Brazil"," Universidade Estadual de Londrina, C.P. 6001, CEP 86051-990 Londrina, PR, Brazil",,,,,,
112,"Department of Food Science and Technology, State University of Londrina, 86051-970 Londrina, PR, Brazil"," State University of Londrina, 86051-970 Londrina, PR, Brazil"," 86051-970 Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
113," Department of Biochemics, State University of Londrina, 86051-970 Londrina, PR, Brazil"," State University of Londrina, 86051-970 Londrina, PR, Brazil"," 86051-970 Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
114,"Programa de Pós Graduação em Zootecnia, Universidade Estadual de Maringá, UEM, Maringá, PR. Av. Colombo, 5790, CEP 87.020-900, Brazil"," Universidade Estadual de Maringá, UEM, Maringá, PR. Av. Colombo, 5790, CEP 87.020-900, Brazil"," UEM, Maringá, PR. Av. Colombo, 5790, CEP 87.020-900, Brazil",-51.9377224,-23.4079363,ChIJVVUlxNLW7JQRUjzRBGg30wY,PR,BR,Maringá
115," Dept̊de Zootecnia, UEM, Programa de Pós Graduação em Zootecnia, Maringá, PR, Brazil"," UEM, Programa de Pós Graduação em Zootecnia, Maringá, PR, Brazil"," Programa de Pós Graduação em Zootecnia, Maringá, PR, Brazil",-51.9417856,-23.4043603,ChIJNTBRL8zW7JQRKhn2hF5MYSg,PR,BR,Maringá
116," Dept. de Zootecnia, Universidade Estadual do Sudoeste da Bahia, Programa de Pós Graduação em Zootecnia, Salvador, BA, Brazil"," Universidade Estadual do Sudoeste da Bahia, Programa de Pós Graduação em Zootecnia, Salvador, BA, Brazil"," Programa de Pós Graduação em Zootecnia, Salvador, BA, Brazil",-38.5090488,-13.0042728,ChIJwfKhAGEDFgcRS2lPk_AT9jI,BA,BR,Salvador
117," Discente de Graduação, Curso de Zootecnia, UEM, Maringá, PR, Brazil"," Curso de Zootecnia, UEM, Maringá, PR, Brazil"," UEM, Maringá, PR, Brazil",-51.94121,-23.404379,ChIJvXInMczW7JQRlbZ6NQ70gdw,PR,BR,Maringá
118,"Laboratory of Physiopathology and Free Radicals, Department of Pathology, State University of Londrina, Londrina, Paraná, Brazil"," Department of Pathology, State University of Londrina, Londrina, Paraná, Brazil"," State University of Londrina, Londrina, Paraná, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
119," Faculty of Medicine, Universidade de São Paulo, São Paulo, Brazil"," Universidade de São Paulo, São Paulo, Brazil"," São Paulo, Brazil",-46.6701544,-23.5553352,ChIJH7blKipYzpQR3-4gBhhIxMs,SP,BR,São Paulo
120," Department of Physiological Sciences, State University of Londrina, Londrina, Paraná, Brazil"," State University of Londrina, Londrina, Paraná, Brazil"," Londrina, Paraná, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
121,"Department of Chemical Engineering, Universidade Estadual Do Oeste Do Paraná, Toledo, Spain"," Universidade Estadual Do Oeste Do Paraná, Toledo, Spain"," Toledo, Spain",-53.7527956,-24.7244819,ChIJE1QyUJGV85QRv7ardVM1WrU,PR,BR,Toledo
122," Department of Chemical Engineering, Universidade Estadual de Maringá, Maringá, Brazil"," Universidade Estadual de Maringá, Maringá, Brazil"," Maringá, Brazil",-51.9364334,-23.403863,ChIJT_0S0TLR7JQRRL8Ll7cZNdE,PR,BR,Maringá
123," Department of Chemical Engineering, Maringá State University, (UEM), Av. Colombo 5790, Maringá, PR 87020-900, Brazil"," Maringá State University, (UEM), Av. Colombo 5790, Maringá, PR 87020-900, Brazil"," (UEM), Av. Colombo 5790, Maringá, PR 87020-900, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
124," Department of Chemical and Food Engineering, UFSC - Campus de Florianópolis, Caixa Postal 476, 88040-900 SC, Brazil"," UFSC - Campus de Florianópolis, Caixa Postal 476, 88040-900 SC, Brazil"," Caixa Postal 476, 88040-900 SC, Brazil",,,,,,
125,"Department of Chemical Engineering, Paraná Federal University (UFPR), Polytechnic Center (DTQ/ST/UFPR), Jardim das Américas, Curitiba, PR 82530-990, Brazil"," Paraná Federal University (UFPR), Polytechnic Center (DTQ/ST/UFPR), Jardim das Américas, Curitiba, PR 82530-990, Brazil"," Polytechnic Center (DTQ/ST/UFPR), Jardim das Américas, Curitiba, PR 82530-990, Brazil",,,,,,
126,"Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, 85051-990 Londrina, PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina, Cx. Postal 6001, 85051-990 Londrina, PR, Brazil"," Universidade Estadual de Londrina, Cx. Postal 6001, 85051-990 Londrina, PR, Brazil",,,,,,
127," Departamento de Engenharia Química, Universidade Estadual de Maringá, Av. Colombo 5790, 87020-900 Maringá, PR, Brazil"," Universidade Estadual de Maringá, Av. Colombo 5790, 87020-900 Maringá, PR, Brazil"," Av. Colombo 5790, 87020-900 Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
128," Laboratório de Permeação e Sorção, Departamento de Engenharia de Materiais, Universidade Federal de São Carlos, CP 780, 13560-970 São Carlos, SP, Brazil"," Departamento de Engenharia de Materiais, Universidade Federal de São Carlos, CP 780, 13560-970 São Carlos, SP, Brazil"," Universidade Federal de São Carlos, CP 780, 13560-970 São Carlos, SP, Brazil",-47.8812899,-21.9814865,ChIJWzQ8lh9xuJQRLjgo9ktkX5k,SP,BR,
129,"Tropical Research and Education Center, University of Florida, Homestead, United States"," University of Florida, Homestead, United States"," Homestead, United States",-80.4990357,25.5063796,ChIJyfr1Sa3n2YgRSvSbCFfqqyA,FL,US,Miami-Dade County
130," Depto. Agronomia, Universidade Estadual de Londrina, Londrina, Brazil"," Universidade Estadual de Londrina, Londrina, Brazil"," Londrina, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
131,"State University of Campinas, UNICAMP School of Food Engineering, Laboratory of Protein Functionality, Cx.P. 6017, Campinas - SP, Brazil"," UNICAMP School of Food Engineering, Laboratory of Protein Functionality, Cx.P. 6017, Campinas - SP, Brazil"," Laboratory of Protein Functionality, Cx.P. 6017, Campinas - SP, Brazil",,,,,,
132," North Paraná University, UNOPAR, Av. Paris 675, CEP 86041-120, Londrina - PR, Brazil"," UNOPAR, Av. Paris 675, CEP 86041-120, Londrina - PR, Brazil"," Av. Paris 675, CEP 86041-120, Londrina - PR, Brazil",-51.1380175,-23.3513712,ChIJYVvxo_hC65QRI5B4nqU9ERk,PR,BR,Londrina
133,"Polymeric Materials Research Group, POLIMAT, Universidade Federal de Santa Catarina - UFSC, Florianópolis - SC, Brazil"," POLIMAT, Universidade Federal de Santa Catarina - UFSC, Florianópolis - SC, Brazil"," Universidade Federal de Santa Catarina - UFSC, Florianópolis - SC, Brazil",-48.5196415,-27.6005949,ChIJp7yoBqs5J5URnQ9eOKG8BJk,SC,BR,Florianópolis
134," Biodegradable Polymers Research Group, POLIBIOTEC, Universidade Estadual de Londrina - UEL, Brazil"," POLIBIOTEC, Universidade Estadual de Londrina - UEL, Brazil"," Universidade Estadual de Londrina - UEL, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
135,"Departamento de Bioquímica, Biotecnologia - CCE - Universidade Estadual de Londrina, CEP 86051-990 Londrina, PR, Brazil"," Biotecnologia - CCE - Universidade Estadual de Londrina, CEP 86051-990 Londrina, PR, Brazil"," CEP 86051-990 Londrina, PR, Brazil",-50.4352519,-22.6410965,ChIJ4U28peA7lZQR8v8Q1LMQQMc,SP,BR,Assis
136," Departamento de Ciencias Biologicas - Universidade Estadual Paulista Julio de Mesquita Filho - UNESP, Assis, SP, Brazil"," Assis, SP, Brazil"," SP, Brazil",-50.4374706,-22.6495713,ChIJxTp8uds7lZQRdcE4aJd5H9Y,SP,BR,Assis
137," Biorefining Research Initiative, Lakehead University, Thunder Bay, Ont. P7B 5E1, Canada"," Lakehead University, Thunder Bay, Ont. P7B 5E1, Canada"," Thunder Bay, Ont. P7B 5E1, Canada",-89.2618968,48.4214812,ChIJse_yhL4hWU0RDINHCb2gdDY,ON,CA,Thunder Bay District
138," Departamento de Química, Universidade Federal do Paraná, Curitiba, PR, Brazil"," Universidade Federal do Paraná, Curitiba, PR, Brazil"," Curitiba, PR, Brazil",-49.2349559,-25.4500998,ChIJOUvqXxrl3JQRB5vMLQO1gIY,PR,BR,Curitiba
139,"Department of Biochemistry, University of Maringá, 87020900 Maringá, Brazil"," University of Maringá, 87020900 Maringá, Brazil"," 87020900 Maringá, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
140,"Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, PO Box 6001, 86051-980 Londrina, PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina, PO Box 6001, 86051-980 Londrina, PR, Brazil"," Universidade Estadual de Londrina, PO Box 6001, 86051-980 Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
141,"ThoMSon Mass Spectrometry Laboratory, Institute of Chemistry, University of Campinas, UNICAMP, 13083-970 Campinas, SP, Brazil"," Institute of Chemistry, University of Campinas, UNICAMP, 13083-970 Campinas, SP, Brazil"," University of Campinas, UNICAMP, 13083-970 Campinas, SP, Brazil",-47.0680157,-22.8192409,ChIJDf-Bh63GyJQRvnGSBqsizeU,SP,BR,Campinas
142," Institute of Chemistry, State University of Maringá, UEM PR, Brazil"," State University of Maringá, UEM PR, Brazil"," UEM PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
143,"Depto. de Cie. Fisiológicas, Universidade Estadual de Londrina, 86051-970, Londrina, Brazil"," Universidade Estadual de Londrina, 86051-970, Londrina, Brazil"," 86051-970, Londrina, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
144," Depto. de Fisiologia e Biofisica, Universidade de São Paulo, 05508-900, São Paulo, Brazil"," Universidade de São Paulo, 05508-900, São Paulo, Brazil"," 05508-900, São Paulo, Brazil",-46.7307891,-23.5613991,ChIJEVnw4BFWzpQRVm7gx9L09AQ,SP,BR,São Paulo
145," Depto. de Farmacia e Farmacol., Univ. Estadual de Maringá, 87020-900, Maringá, Brazil"," Univ. Estadual de Maringá, 87020-900, Maringá, Brazil"," 87020-900, Maringá, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
146,"Department of Agronomy, Maringá State University (UEM), Maringá, PR 87020-900, Brazil"," Maringá State University (UEM), Maringá, PR 87020-900, Brazil"," Maringá, PR 87020-900, Brazil",-51.9417029,-23.404307,ChIJvaWJJczW7JQR73Ghr6ew5jU,PR,BR,
147," Department of Chemical Engineering, Maringá State University (UEM), Maringá, PR 87020-900, Brazil"," Maringá State University (UEM), Maringá, PR 87020-900, Brazil"," Maringá, PR 87020-900, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
148," Department of Chemical Engineering, Federal University of Parana (UFPR), Curitiba, PR 81531-990, Brazil"," Federal University of Parana (UFPR), Curitiba, PR 81531-990, Brazil"," Curitiba, PR 81531-990, Brazil",-49.2617658,-25.4269081,ChIJzeEcgT_k3JQRwpDc4oINPOg,PR,BR,
149," Department of Technology, Maringá State University (UEM), Umuarama, PR 87506-370, Brazil"," Maringá State University (UEM), Umuarama, PR 87506-370, Brazil"," Umuarama, PR 87506-370, Brazil",-53.3250471,-23.779335,ChIJAXyf4L3W8pQRi0KfmzfDUHk,PR,BR,Umuarama
150,"Department of Food Science and Technology, Universidade Estadual de Londrina, CEP 86051-990 Londrina, PR, Brazil"," Universidade Estadual de Londrina, CEP 86051-990 Londrina, PR, Brazil"," CEP 86051-990 Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
151," Post-Graduation Program of Food Technology (PPGTA), Federal University of Technology, Paraná (UTFPR), CEP 87301-006 Campo Mourão, PR, Brazil"," Federal University of Technology, Paraná (UTFPR), CEP 87301-006 Campo Mourão, PR, Brazil"," Paraná (UTFPR), CEP 87301-006 Campo Mourão, PR, Brazil",-52.3865404,-24.0614593,ChIJWUgGE2Z17ZQR7ZEEwxWmK8E,PR,BR,Campo Mourão
152,"State University of Londrina, Department of Physiological Sciences, Londrina, Brazil"," Department of Physiological Sciences, Londrina, Brazil"," Londrina, Brazil",-51.1695824,-23.3044524,ChIJbVivV1pD65QRcfkUxqURrCM,PR,BR,Londrina
153," State University of Maringá, Department of Pharmacology and Therapeutic, Maringá, Brazil"," Department of Pharmacology and Therapeutic, Maringá, Brazil"," Maringá, Brazil",-51.9330558,-23.4209995,ChIJH4xhQu7W7JQRJTngKChZVsM,PR,BR,Maringá
154,"Departamento de Bioquímica e Biotecnologia, Centro de Ciências Exatas, Universidade Estadual de Londrina, C. P.: 6001 86051-990, Londrina-PR, Brazil"," Centro de Ciências Exatas, Universidade Estadual de Londrina, C. P.: 6001 86051-990, Londrina-PR, Brazil"," Universidade Estadual de Londrina, C. P.: 6001 86051-990, Londrina-PR, Brazil",-51.2003445,-23.3267498,ChIJWXSkvZ9c65QRDki1PhoTOGI,PR,BR,Londrina
155," Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, C. P.: 6001 86051-990, Londrina-PR, Brazil"," Centro de Ciências Agrárias, Universidade Estadual de Londrina, C. P.: 6001 86051-990, Londrina-PR, Brazil"," Universidade Estadual de Londrina, C. P.: 6001 86051-990, Londrina-PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
156," Departamento de Química, Centro de Ciências Exatas, C. P.: 6001 86051-990, Londrina-PR, Brazil"," Centro de Ciências Exatas, C. P.: 6001 86051-990, Londrina-PR, Brazil"," C. P.: 6001 86051-990, Londrina-PR, Brazil",-51.2003445,-23.3267498,ChIJWXSkvZ9c65QRDki1PhoTOGI,PR,BR,Londrina
157,"Programa de Pós-graduaçao em Zootecnia, Universidade Estadual de Maringá, 87020-900, Maringá, PR, Brazil"," Universidade Estadual de Maringá, 87020-900, Maringá, PR, Brazil"," 87020-900, Maringá, PR, Brazil",-51.9417856,-23.4043603,ChIJNTBRL8zW7JQRKhn2hF5MYSg,PR,BR,Maringá
158," Departamento de Zootecnia, Universidade Estadual de Maringá, Brazil"," Universidade Estadual de Maringá, Brazil", Brazil,-51.94121,-23.404379,ChIJvXInMczW7JQRlbZ6NQ70gdw,PR,BR,Maringá
159," Embrapa CPAFAC, Rio Branco, AC, Brazil"," Rio Branco, AC, Brazil"," AC, Brazil",-67.882828,-9.935135,ChIJ3yGOpjWJf5ER2Y34D6YiFLg,AC,BR,Rio Branco
160," Departamento de Estatística, Universidade Estadual de Maringá, Brazil"," Universidade Estadual de Maringá, Brazil", Brazil,-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
161,"Curso de Farmácia, Nucleo de Investigacoes Quimico-Farmaceuticas (NIQFAR), CP 360, 88302-202 Itajaí, SC, Brazil"," Nucleo de Investigacoes Quimico-Farmaceuticas (NIQFAR), CP 360, 88302-202 Itajaí, SC, Brazil"," CP 360, 88302-202 Itajaí, SC, Brazil",-48.6589143,-26.9061764,ChIJrbItEQ3M2JQRVlcAMb_xdNw,SC,BR,Itajaí
162," Curso de Odontologia, Universidade do Vale do Itajaí, Itajaí, SC, Brazil"," Universidade do Vale do Itajaí, Itajaí, SC, Brazil"," Itajaí, SC, Brazil",-48.6640502,-26.9162306,ChIJYYcTQojL2JQRwTT2Do28jWQ,SC,BR,Itajaí
163," LACTEC, UFPR, PO Box 19067, 81531-980 Curitiba, PR, Brazil"," UFPR, PO Box 19067, 81531-980 Curitiba, PR, Brazil"," PO Box 19067, 81531-980 Curitiba, PR, Brazil",-49.2349559,-25.4500998,ChIJOUvqXxrl3JQRB5vMLQO1gIY,PR,BR,Curitiba
164," Departamento de Farmácia e Farmacologia, Universidade Estadual de Maringá (UEM), Maringá, PR, Brazil"," Universidade Estadual de Maringá (UEM), Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
165,"State University of Londrina, Londrina, PR, Brazil"," Londrina, PR, Brazil"," PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
166," University of São Paulo, SP, Brazil"," SP, Brazil", Brazil,-46.7307891,-23.5613991,ChIJEVnw4BFWzpQRVm7gx9L09AQ,SP,BR,São Paulo
167," State University of Maringá, Maringa, PR 87020-900, Brazil"," Maringa, PR 87020-900, Brazil"," PR 87020-900, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
168,"Laboratory of Catalysis and Biofuel Production (LabCatProBio), Postgraduate Program in Bioenergy, Federal University of Paraná (UFPR-Setor Palotina), R. Pioneiro, 2153, Jardim-Dallas, Palotina, PR, Brazil"," Postgraduate Program in Bioenergy, Federal University of Paraná (UFPR-Setor Palotina), R. Pioneiro, 2153, Jardim-Dallas, Palotina, PR, Brazil"," Federal University of Paraná (UFPR-Setor Palotina), R. Pioneiro, 2153, Jardim-Dallas, Palotina, PR, Brazil",-53.843157,-24.296142,ChIJIzImOxVu85QR-TadDFaNwTw,PR,BR,Palotina
169," Posgraduate Program in Chemical Engineering (PEQ), State University of Maringá (UEM), Jardim Universitário, Av. Colombo, 5790, Maringá, PR, Brazil"," State University of Maringá (UEM), Jardim Universitário, Av. Colombo, 5790, Maringá, PR, Brazil"," Jardim Universitário, Av. Colombo, 5790, Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
