,Affiliation,Affiliation_2,Affiliation_3,lng,lat,id,Area_L1,Country,Area_L2
515,"Department of Food Science, Federal University of Technology (UTFPR), Londrina, Brazil"," Federal University of Technology (UTFPR), Londrina, Brazil"," Londrina, Brazil",-51.1148786,-23.3074289,ChIJ4UdkVlZD65QRVg2Zyg-Ae7g,PR,BR,Londrina
516," Department of Food Science and Technology, State University of Londrina, Campus Universitário, Rodovia Celso Garcia Cid, PR 445 Km 380, Londrina, PR, Brazil"," State University of Londrina, Campus Universitário, Rodovia Celso Garcia Cid, PR 445 Km 380, Londrina, PR, Brazil"," Campus Universitário, Rodovia Celso Garcia Cid, PR 445 Km 380, Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
517,"Discentes de Doutorado em Zootecnia, Universidade Estadual de Maringá UEM, Maringá PR, Brazil"," Universidade Estadual de Maringá UEM, Maringá PR, Brazil"," Maringá PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
518," Depto. de Zootecnia, UEM, Maringá, PR, Brazil"," UEM, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.94121,-23.404379,ChIJvXInMczW7JQRlbZ6NQ70gdw,PR,BR,Maringá
519," Depto. de Estatística, UEM, Maringá, PR, Brazil"," UEM, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
520,"Departamento de Ciência e Tecnologia de Alimentos, Universidade Estadual de Londrina - UEL, Londrina, PR, Brazil"," Universidade Estadual de Londrina - UEL, Londrina, PR, Brazil"," Londrina, PR, Brazil",-51.2015674,-23.3285032,ChIJ9abwN59c65QRxzLFNJqIU2Y,PR,BR,Londrina
521," Grupo de investigación en sistemas agroforestales pecuarios, Brazil", Brazil,,-51.92528,-14.235004,ChIJzyjM68dZnAARYz4p8gYVWik,,BR,
522,"Department of Mathematics, State University of Maringá (UEM), Av. Colombo, 5790, Maringá-PR, Brazil"," State University of Maringá (UEM), Av. Colombo, 5790, Maringá-PR, Brazil"," Av. Colombo, 5790, Maringá-PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
523," School of Chemistry, Federal University of Rio de Janeiro (UFRJ), Av. Athos da Silveira Ramos 149, Rio-de-Janeiro-RJ, Brazil"," Federal University of Rio de Janeiro (UFRJ), Av. Athos da Silveira Ramos 149, Rio-de-Janeiro-RJ, Brazil"," Av. Athos da Silveira Ramos 149, Rio-de-Janeiro-RJ, Brazil",-43.2303156,-22.8600371,ChIJzSL7oG95mQAR1yGiJwHUSZo,RJ,BR,Rio de Janeiro
524," School of Chemical Engineering, University of Campinas (UNICAMP), Av. Albert Einstein 500, Campinas-SP, Brazil"," University of Campinas (UNICAMP), Av. Albert Einstein 500, Campinas-SP, Brazil"," Av. Albert Einstein 500, Campinas-SP, Brazil",-47.0657542,-22.820443,ChIJ1c9aga7GyJQRqzRJpUZZhJ8,SP,BR,Campinas
525,"Zootecnia, Universidade Estadual de Maringá UEM, Maringá PR, Brazil"," Universidade Estadual de Maringá UEM, Maringá PR, Brazil"," Maringá PR, Brazil",-51.9417856,-23.4043603,ChIJNTBRL8zW7JQRKhn2hF5MYSg,PR,BR,Maringá
526," Depto de Zootecnia, UEM, Maringá, PR, Brazil"," UEM, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.94121,-23.404379,ChIJvXInMczW7JQRlbZ6NQ70gdw,PR,BR,Maringá
527," Depto de Estatística, UEM, Maringá, PR, Brazil"," UEM, Maringá, PR, Brazil"," Maringá, PR, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
528,"INSTITUTO ADOLFO LUTZ - CLR IAL, Presidente Prudente-V, Avenida Cel. José Marcondes, Jd. Paulistano -Presidente Prudente -SP, Brazil"," Presidente Prudente-V, Avenida Cel. José Marcondes, Jd. Paulistano -Presidente Prudente -SP, Brazil"," Avenida Cel. José Marcondes, Jd. Paulistano -Presidente Prudente -SP, Brazil",-51.3940618,-22.1329255,EkdBdi4gQ2VsLiBKb3PDqSBTb2FyZXMgTWFyY29uZGVzIC0gVWVwMS1TLjIsIFByZXMuIFBydWRlbnRlIC0gU1AsIEJyYXNpbA,SP,BR,Pres. Prudente
529," AMBIENTALE, Laboratório de Análises Ambientais e de Alimentos Ltda., Avenida Governador Parigot de Souza, 391-Zona 01, Maringá-PR, Brazil"," Laboratório de Análises Ambientais e de Alimentos Ltda., Avenida Governador Parigot de Souza, 391-Zona 01, Maringá-PR, Brazil"," Avenida Governador Parigot de Souza, 391-Zona 01, Maringá-PR, Brazil",-51.945558,-23.423006,ChIJ_RVkxSjX7JQR3bMYk6WfmiI,PR,BR,Maringá
530,"Department of Food Science and Technology, Universidade Estadual de Londrina, Rodovia Celso Garcia Cid (PR 445), P. O. Box 6001, Londrina, PR, Brazil"," Universidade Estadual de Londrina, Rodovia Celso Garcia Cid (PR 445), P. O. Box 6001, Londrina, PR, Brazil"," Rodovia Celso Garcia Cid (PR 445), P. O. Box 6001, Londrina, PR, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
531,"Universidade Estadual de Maringá, Departamento de Zootecnia, Av. Colombo, 5790, Bloco j45, Maringá, Paraná, Brazil"," Departamento de Zootecnia, Av. Colombo, 5790, Bloco j45, Maringá, Paraná, Brazil"," Av. Colombo, 5790, Bloco j45, Maringá, Paraná, Brazil",-51.9382248,-23.4104046,ChIJoexiatPW7JQRrvO0UaraFpE,PR,BR,Maringá
532," Universidade Federal da Grande Dourados/UFGD, Faculdade de Ciências Agrárias, Dourados Mato Grosso do Sul, Brazil"," Faculdade de Ciências Agrárias, Dourados Mato Grosso do Sul, Brazil"," Dourados Mato Grosso do Sul, Brazil",-54.8150427,-22.216717,ChIJwctun8atiZQRkxisGB5Vw_M,MS,BR,Dourados
533,"Facultad de Ciencias Agrarias y Veterinarias, UNESP, Jaboticabal, Brazil"," UNESP, Jaboticabal, Brazil"," Jaboticabal, Brazil",-48.2930851,-21.2439994,ChIJD_EpRPFsuZQR1cQkpbQ5Nyc,SP,BR,Jaboticabal
534," Universidad de Franca, Franca, Brazil"," Franca, Brazil", Brazil,-47.4032621,-20.569798,ChIJJQLZkfSosJQRp8xLn5wbsyE,SP,BR,Franca
535," Departamento de Ciencias Clínicas, Universidad de Londrina, Londrina, Brazil"," Universidad de Londrina, Londrina, Brazil"," Londrina, Brazil",-51.2015674,-23.3285032,ChIJ9abwN59c65QRxzLFNJqIU2Y,PR,BR,Londrina
536," Facultad de Medicina Veterinaria y Zootecnia, Universidad Estadual Paulista, Botucatu, Brazil"," Universidad Estadual Paulista, Botucatu, Brazil"," Botucatu, Brazil",-48.491389,-22.898056,ChIJ_4FWLKTYxpQRpoRXvl1pvT0,SP,BR,
537,"Department of Physiotherapy, Midwest State University of Paraná, R. Simeão Camargo Varela de Sá, 03, CEP: 85040-080, Guarapuava, Paraná, Brazil"," Midwest State University of Paraná, R. Simeão Camargo Varela de Sá, 03, CEP: 85040-080, Guarapuava, Paraná, Brazil"," R. Simeão Camargo Varela de Sá, 03, CEP: 85040-080, Guarapuava, Paraná, Brazil",-51.488486,-25.383788,ChIJZYdClio275QRqorbsRb_CDU,PR,BR,Guarapuava
538," Department of Physical Education, Federal University of Paraná, Curitiba, Paraná, Brazil"," Federal University of Paraná, Curitiba, Paraná, Brazil"," Curitiba, Paraná, Brazil",-49.2617658,-25.4269081,ChIJzeEcgT_k3JQRwpDc4oINPOg,PR,BR,
539," Department of Physical Education, State University of Londrina, Londrina, Paraná, Brazil"," State University of Londrina, Londrina, Paraná, Brazil"," Londrina, Paraná, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
540,"Departamento de Biologia Celular e Genética, Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil"," Universidade Estadual de Maringá, Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil"," Av. Colombo, 5790, 87020-900, Maringá, Paraná, Brazil",-51.9399913,-23.404717,ChIJ-VgjmtPW7JQRHlx9q0oqp5U,PR,BR,Maringá
541,"Universidade Estadual Paulista, Faculdade Ciências Agrárias e Veterinárias, Departamento de Obstetrícia e Reprodução Animal, Jaboticabal, São Paulo, Brazil"," Faculdade Ciências Agrárias e Veterinárias, Departamento de Obstetrícia e Reprodução Animal, Jaboticabal, São Paulo, Brazil"," Departamento de Obstetrícia e Reprodução Animal, Jaboticabal, São Paulo, Brazil",,,,,,
542," Universidade Estadual Paulista, Centro de Aquicultura, Pós-Graduação, São Paulo, Brazil"," Centro de Aquicultura, Pós-Graduação, São Paulo, Brazil"," Pós-Graduação, São Paulo, Brazil",-51.3435472,-20.4276168,ChIJ3Q4EgJsCmpQRBBgxsRlCU5A,SP,BR,Ilha Solteira
543," Universidade Estadual de Londrina, Londrina, Paraná, Brazil"," Londrina, Paraná, Brazil"," Paraná, Brazil",-51.196919,-23.3234079,ChIJ1wqqp6Zc65QRa_8Mc7kfzQg,PR,BR,Londrina
544," Universidade José Do Rosário Vellano (UNIFENAS), Alfenas, Minas Gerais, Brazil"," Alfenas, Minas Gerais, Brazil"," Minas Gerais, Brazil",-45.9456986,-21.4531379,ChIJfRypG5v1tZQRcxj1KqSN3yM,MG,BR,Alfenas
545,"State University of Maringá, Dep. of Chemical Engineering, Av. Colombo 5790, 87020-900 Maringá, PR, Brazil"," Dep. of Chemical Engineering, Av. Colombo 5790, 87020-900 Maringá, PR, Brazil"," Av. Colombo 5790, 87020-900 Maringá, PR, Brazil",-51.9364334,-23.403863,ChIJT_0S0TLR7JQRRL8Ll7cZNdE,PR,BR,Maringá
546," Engineering School of Lorena, University of São Paulo, P.O. Box 116, 12602-810 Lorena, São Paulo, Brazil"," University of São Paulo, P.O. Box 116, 12602-810 Lorena, São Paulo, Brazil"," P.O. Box 116, 12602-810 Lorena, São Paulo, Brazil",-45.1284047,-22.7252666,ChIJq6qqqvPIzJQRXPMjuMy3CrM,SP,BR,Lorena
547,"Materbaby - Reproducao Humana/Genet., Av. XV de Novembro, 1232, Maringá - Pr CEP: 87.013-230, Brazil"," Av. XV de Novembro, 1232, Maringá - Pr CEP: 87.013-230, Brazil"," 1232, Maringá - Pr CEP: 87.013-230, Brazil",-51.9445137,-23.4235092,ChIJCaeJ1C7X7JQRYTsX86TwfK4,PR,BR,Maringá
